-----------------------------------------------------------------------------------------------------------------
lr=0.00001, momentum=0.99, weight_decay=0.1 dropout=0.7

Fold 1/5
Some weights of DeiTForImageClassification were not initialized from the model checkpoint at hugging_face/deit-base-distilled-patch16-224 and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Epoch [1/30], Train Loss: 0.6616, Train Acc: 0.5923, Val Loss: 0.5581, Val Acc: 0.7061, F1 Score: 0.7100, Recall: 0.8200, Precision: 0.6260, Sensitivity: 0.8200, Specificity: 0.6172, MCC: 0.4388, AUC: 0.7186
#Epoch [6/10], Train Loss: 0.0173, Train Acc: 0.9980, Val Loss: 0.2531, Val Acc: 0.8984, F1 Score: 0.8988, Recall: 0.9250, Precision: 0.8740, Sensitivity: 0.9250, Specificity: 0.8730, MCC: 0.7982, AUC: 0.8990
#Epoch [7/10], Train Loss: 0.0137, Train Acc: 0.9980, Val Loss: 0.2468, Val Acc: 0.9228, F1 Score: 0.9205, Recall: 0.9167, Precision: 0.9244, Sensitivity: 0.9167, Specificity: 0.9286, MCC: 0.8454, AUC: 0.9226
#Epoch [8/10], Train Loss: 0.0094, Train Acc: 0.9980, Val Loss: 0.2656, Val Acc: 0.8984, F1 Score: 0.8988, Recall: 0.9250, Precision: 0.8740, Sensitivity: 0.9250, Specificity: 0.8730, MCC: 0.7982, AUC: 0.8990
#Epoch [9/10], Train Loss: 0.0072, Train Acc: 0.9980, Val Loss: 0.2861, Val Acc: 0.9187, F1 Score: 0.9160, Recall: 0.9083, Precision: 0.9237, Sensitivity: 0.9083, Specificity: 0.9286, MCC: 0.8373, AUC: 0.9185
#Epoch [10/10], Train Loss: 0.0063, Train Acc: 0.9980, Val Loss: 0.2854, Val Acc: 0.9024, F1 Score: 0.9032, Recall: 0.9333, Precision: 0.8750, Sensitivity: 0.9333, Specificity: 0.8730, MCC: 0.8068, AUC: 0.9032
#Fold 3/3
#Some weights of DeiTForImageClassification were not initialized from the model checkpoint at facebook/deit-base-distilled-patch16-224 and are newly initialized: ['classifier.bias', 'classifier.weight']
#You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
#Epoch [1/10], Train Loss: 0.5091, Train Acc: 0.7459, Val Loss: 0.3039, Val Acc: 0.8653, F1 Score: 0.8745, Recall: 0.8456, Precision: 0.9055, Sensitivity: 0.8456, Specificity: 0.8899, MCC: 0.7315, AUC: 0.8677
#Epoch [2/10], Train Loss: 0.2147, Train Acc: 0.9126, Val Loss: 0.1816, Val Acc: 0.9429, F1 Score: 0.9489, Recall: 0.9559, Precision: 0.9420, Sensitivity: 0.9559, Specificity: 0.9266, MCC: 0.8842, AUC: 0.9412
#Epoch [3/10], Train Loss: 0.1114, Train Acc: 0.9614, Val Loss: 0.1655, Val Acc: 0.9306, F1 Score: 0.9382, Recall: 0.9485, Precision: 0.9281, Sensitivity: 0.9485, Specificity: 0.9083, MCC: 0.8594, AUC: 0.9284
#Epoch [4/10], Train Loss: 0.0620, Train Acc: 0.9817, Val Loss: 0.1987, Val Acc: 0.9388, F1 Score: 0.9438, Recall: 0.9265, Precision: 0.9618, Sensitivity: 0.9265, Specificity: 0.9541, MCC: 0.8773, AUC: 0.9403
#Epoch [5/10], Train Loss: 0.0237, Train Acc: 0.9959, Val Loss: 0.1610, Val Acc: 0.9469, F1 Score: 0.9527, Recall: 0.9632, Precision: 0.9424, Sensitivity: 0.9632, Specificity: 0.9266, MCC: 0.8926, AUC: 0.9449
#Epoch [6/10], Train Loss: 0.0104, Train Acc: 1.0000, Val Loss: 0.1624, Val Acc: 0.9429, F1 Score: 0.9493, Recall: 0.9632, Precision: 0.9357, Sensitivity: 0.9632, Specificity: 0.9174, MCC: 0.8844, AUC: 0.9403
#Epoch [7/10], Train Loss: 0.0062, Train Acc: 1.0000, Val Loss: 0.1783, Val Acc: 0.9429, F1 Score: 0.9493, Recall: 0.9632, Precision: 0.9357, Sensitivity: 0.9632, Specificity: 0.9174, MCC: 0.8844, AUC: 0.9403
#Epoch [8/10], Train Loss: 0.0043, Train Acc: 1.0000, Val Loss: 0.1735, Val Acc: 0.9469, F1 Score: 0.9531, Recall: 0.9706, Precision: 0.9362, Sensitivity: 0.9706, Specificity: 0.9174, MCC: 0.8929, AUC: 0.9440
#Epoch [9/10], Train Loss: 0.0035, Train Acc: 1.0000, Val Loss: 0.1909, Val Acc: 0.9429, F1 Score: 0.9493, Recall: 0.9632, Precision: 0.9357, Sensitivity: 0.9632, Specificity: 0.9174, MCC: 0.8844, AUC: 0.9403
#Epoch [10/10], Train Loss: 0.0028, Train Acc: 1.0000, Val Loss: 0.1894, Val Acc: 0.9429, F1 Score: 0.9493, Recall: 0.9632, Precision: 0.9357, Sensitivity: 0.9632, Specificity: 0.9174, MCC: 0.8844, AUC: 0.9403
